weighted_rating,rate_user_num,latitude,longitude,review_count,price_level,HasTV,Caters,OutdoorSeating,WheelchairAccessible,BusinessParking,RestaurantsDelivery,GoodForKids,BikeParking,WiFi,Alcohol,RestaurantsTakeOut,BusinessAcceptsCreditCards,open_days,open_hours,num_rating,drink,food,inside,menu,outside,total,avg_review_useful,avg_review_funny,avg_review_cool,avg_stars,avg_review_count,avg_useful,avg_funny,avg_cool,avg_fans,avg_compliment_hot,avg_compliment_more,avg_compliment_profile,avg_compliment_cute,avg_compliment_list,avg_compliment_note,avg_compliment_plain,avg_compliment_cool,avg_compliment_funny,avg_compliment_writer,avg_compliment_photos,avg_total_compliment,PAYANN,PCHDAPR,PCHADVT,DENSITY_2021,POP_2021,Total:_Estimate_max,"    Less than $20,000_Estimate_max","    $20,000 to $39,999_Estimate_max","    $40,000 to $59,999_Estimate_max","    $60,000 to $99,999_Estimate_max","    $100,000 to $149,999_Estimate_max","    $150,000 to $199,999_Estimate_max","    $200,000 or more_Estimate_max",Total:_Estimate_min,"    Less than $20,000_Estimate_min","    $20,000 to $39,999_Estimate_min","    $40,000 to $59,999_Estimate_min","    $60,000 to $99,999_Estimate_min","    $100,000 to $149,999_Estimate_min","    $150,000 to $199,999_Estimate_min","    $200,000 or more_Estimate_min",less_100m,less_500m,less_1km,less_5km,less_10km,less_50km,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17,class_18,class_19,class_20,class_21,class_22,class_23,class_24,class_25,class_26,class_27,class_28,class_29,class_30,class_31,class_32,class_33,class_34,class_35,class_36,class_37,class_38,class_39,class_40,class_41,class_42,class_43,class_44,class_45,class_46,class_47,class_48,class_49,class_50,class_51,class_52,class_53,class_54,class_55,class_56,class_57,class_58,class_59,class_60,class_61,class_62,class_63,class_64,class_65,class_66,class_67,class_68,class_69,class_70,class_71,class_72,class_73,class_74,class_75,class_76,class_77,class_78,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99
4.508519004,191,32.222666,-110.9701324,187,2,0,2,1,1,1,0,0,0,1,1,0,1,7,59,572,3,0,2,0,0,5,1.256544503,0.581151832,1.089005236,3.987172775,172.3664921,664.2931937,334.1204188,453.0575916,37.22513089,60.37172775,5.345549738,3.848167539,2.842931937,2.518324607,32.97905759,140.8376963,75.70680628,75.70680628,28.78010471,18.83769634,447.7748691,676418,6810,574,64.0221138,7276316,2793213,368930,478501,472903,676077,432574,197505,216069,2755041,343770,458117,455827,653201,412490,184293,197997,0,19,31,106,199,350,2,2,0,3,0,3,0,0,0,2,1,1,0,2,2,0,1,2,3,2,1,2,0,3,2,2,3,3,0,2,0,0,3,1,1,1,1,0,0,1,3,2,2,1,3,1,1,0,2,2,0,0,1,0,2,0,0,1,2,0,3,3,1,1,3,2,2,1,0,2,1,2,3,1,2,1,2,0,1,0.4125,0.148,0.1836,-0.4558,0.0715,0.9166,-0.2934,0.818,-0.1752,-0.3282,0.9412,-0.5228,0.0334,0.6854,0.0315,-0.2842,-0.9846,0.8104,-0.2897,0.0234,0.722,-0.7079,0.0826,-0.9219,0.3329,-0.5342,0.3088,-0.5558,0.4447,-0.4208,0.3896,0.5699,0.4418,-0.5743,0.2761,-0.2793,0.0996,0.5736,-0.089,-0.2749,0.703,0.3047,0.9607,-0.4855,0.7341,0.4498,0.5819,0.5216,0.266,-0.6723,0.5399,0.212,0.5838,-0.091,0.3086,-0.8361,0.8474,0.5657,0.9622,-0.0534,0.9092,-0.3524,-0.2969,0.2254,0.3453,-0.9326,0.1454,0.4413,0.6161,-0.7958,-0.1531,-0.8119,-0.6001,0.8472,-0.792,0.7623,-0.5349,0.7556,0.5564,0.7238,-0.5303,-0.1999,-0.5309,-0.5261,-0.3625,-0.7,0.6114,-0.9837,0.2886,-0.7213,-0.6353,0.7564,-0.1187,0.1073,0.482,-0.3956,0.1257,0.0391,0.7949,0.0884
4.60245614,104,39.5083357,-119.8034089,100,1,2,0,1,1,1,0,2,1,0,0,1,1,7,49,181,1,0,4,0,2,7,1.788461538,0.548076923,1.778846154,4.124326923,224.0673077,1765.644231,533.0288462,1342.442308,77.05769231,52.02884615,6.182692308,1.75,1.25,0.769230769,96.84615385,504.5576923,151.4423077,151.4423077,48.17307692,38.32692308,1052.769231,1162375,2482,6884,28.61806209,3143991,1184376,159171,213041,191847,284554,196213,84268,90278,1163372,145267,198057,178883,267290,183525,75880,79474,1,6,14,161,231,267,3,1,1,2,2,3,1,0,1,3,1,2,0,1,1,0,2,3,3,3,1,2,1,2,3,2,3,1,3,2,2,0,1,0,3,2,2,1,1,1,1,1,1,0,1,0,3,0,3,0,0,2,2,3,2,1,0,2,2,1,2,2,3,2,3,2,3,1,3,3,2,2,0,1,1,3,0,1,0,0.1381,0.6329,-0.4969,-0.9061,-0.7291,0.4146,-0.9268,0.3472,-0.7845,-0.8026,-0.3176,0.2749,-0.2185,0.6237,0.1382,0.2455,0.0978,0.3814,-0.8983,-0.3406,-0.3126,-0.169,-0.2075,-0.7642,0.5375,0.5635,0.0622,0.7048,0.8786,-0.0666,-0.1066,-0.8392,0.8331,0.9908,-0.1477,0.7059,-0.3791,-0.3473,0.1904,0.4292,0.6745,0.8822,-0.1794,0.5506,0.4794,-0.2514,0.7414,0.1683,0.9118,-0.4851,0.6903,0.4863,-0.2806,0.6812,-0.4365,-0.5413,0.1115,-0.7529,-0.0052,0.156,0.9832,0.3023,0.3437,-0.4241,-0.0173,-0.443,-0.2993,0.5782,0.2226,0.0425,0.0654,-0.1117,-0.8968,-0.4486,-0.5784,-0.5779,0.7928,-0.2196,-0.427,-0.943,-0.406,-0.4525,-0.6447,0.3076,0.6297,-0.5807,0.4108,0.9927,-0.3607,-0.946,0.3607,-0.0836,0.7058,-0.5266,-0.8857,0.27,0.3643,0.6262,-0.1811,0.1487
4.476190476,19,39.8777839,-86.1437871,19,1,2,2,2,0,1,0,2,2,0,0,1,1,6,29.5,2,0,0,6,0,1,7,2.947368421,0.473684211,2.210526316,4.223684211,474.2631579,2133,535,1385.052632,155.2105263,55.36842105,8.842105263,2.526315789,1.947368421,1.421052632,129.6842105,495.2105263,133.2105263,133.2105263,51.57894737,50.36842105,1063.368421,352862,700,627,189.973578,6805985,2665156,381548,494460,460615,654637,432464,146226,152000,2619020,354500,469972,439335,626433,407376,132766,131844,0,2,8,41,110,466,0,0,1,0,3,1,0,3,0,2,0,2,2,1,0,1,3,3,1,2,3,2,0,1,3,3,1,2,3,0,2,2,3,0,2,3,1,1,0,0,3,3,1,0,2,3,3,1,0,0,3,0,0,1,0,3,3,1,2,2,1,2,1,1,2,1,3,1,0,0,1,1,1,2,1,0,0,0,3,0.8866,0.6142,-0.3976,0.6793,0.1304,0.1963,-0.8475,-0.4447,0.5666,-0.8974,-0.7939,-0.8432,-0.4693,-0.1013,0.2546,-0.5424,-0.8575,0.8425,0.608,0.0002,-0.5726,0.7834,-0.4656,-0.2943,0.5368,-0.3899,0.5355,-0.505,0.9523,-0.8441,-0.9227,-0.8574,0.0727,-0.5111,-0.3865,0.1597,0.9158,0.4278,0.4345,0.2754,-0.3803,0.7364,-0.2747,-0.3431,0.8682,-0.6211,0.8637,-0.849,0.4573,0.3524,-0.3796,-0.3428,0.8294,-0.084,0.0004,0.0248,-0.4875,0.3846,0.7508,0.2201,-0.948,0.9864,0.7803,0.1305,0.4911,-0.2265,0.8864,-0.6637,-0.8804,-0.112,0.1039,-0.8989,-0.8331,0.7471,-0.1889,0.4178,0.4002,0.6737,0.4511,0.673,0.0156,-0.4132,-0.1787,0.2394,0.9676,0.2108,0.5234,0.7727,-0.7093,-0.6443,0.3467,-0.6183,-0.8682,0.7931,0.956,-0.5484,0.961,-0.784,0.0403,0.8211
4.68852459,47,39.4566069,-119.7803681,46,1,2,0,1,0,1,2,2,1,0,0,1,1,6,60,380,0,0,0,0,0,0,3.255319149,0.808510638,2.978723404,4.10106383,270.2765957,1547.255319,601.0212766,1227.744681,54,195.0425532,11.93617021,10.80851064,15.57446809,2.085106383,93.9787234,331.8085106,230.1489362,230.1489362,70.40425532,69.85106383,1261.787234,1162375,2482,6884,28.61806209,3143991,1184376,159171,213041,191847,284554,196213,84268,90278,1163372,145267,198057,178883,267290,183525,75880,79474,0,2,3,55,189,267,3,3,0,0,2,0,0,0,2,2,3,2,0,3,2,3,2,2,1,3,2,3,1,0,0,3,1,0,1,0,2,3,1,0,0,2,2,0,1,0,1,0,0,0,0,0,3,3,1,1,1,3,1,0,3,1,0,0,1,0,1,0,3,2,1,0,0,0,0,2,0,2,0,1,3,0,3,3,3,0.9596,-0.6304,-0.5982,0.7234,-0.9661,0.2778,-0.4249,0.7121,0.9038,0.0709,0.2874,0.9924,-0.1879,0.4221,-0.5164,0.6495,0.8854,0.8319,-0.5522,0.6755,0.2583,-0.1493,0.4925,0.4317,0.3198,-0.3183,0.3621,0.0174,-0.8733,0.2155,0.2062,0.0171,-0.8712,-0.5621,-0.9136,0.6473,-0.2319,0.381,0.7027,0.5875,0.93,-0.5932,-0.999,0.5144,0.0829,-0.3577,0.3568,0.2204,0.2582,-0.4054,0.8632,-0.4976,-0.5707,-0.9501,-0.8904,0.7196,-0.0658,0.5635,0.3985,-0.5596,-0.9793,-0.1905,0.5269,-0.529,-0.517,0.7346,0.455,-0.4245,0.7566,-0.5631,-0.0169,-0.5026,-0.731,0.4167,0.0641,0.5947,0.0492,0.1383,-0.2982,0.3325,0.1895,0.0374,0.8879,-0.0717,-0.0259,-0.5093,0.9463,-0.753,0.4988,0.3929,-0.5965,-0.4991,-0.1474,-0.5332,0.7788,-0.6003,-0.4205,0.0713,-0.582,0.4475
3.381859756,65,27.840891,-82.638407,64,1,2,0,1,0,1,1,2,1,0,0,1,1,7,112,591,2,2,0,0,0,4,0.646153846,0.215384615,0.261538462,3.230769231,106.6461538,308.2461538,97.21538462,210.9692308,9.430769231,8.4,1.138461538,0.861538462,0.138461538,0.107692308,8.076923077,12.53846154,17.36923077,17.36923077,9.676923077,10.06153846,85.73846154,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,0,1,1,34,155,1051,1,3,0,1,0,1,3,1,0,3,2,1,0,0,2,3,2,3,1,2,1,2,3,3,2,1,2,3,0,0,0,0,3,0,1,1,1,1,0,1,1,2,3,1,1,3,3,2,2,1,3,2,1,3,0,2,1,2,3,1,2,2,1,0,3,2,0,0,1,1,0,2,0,0,3,2,2,0,0,-0.6897,-0.4896,-0.3576,0.5257,-0.7794,-0.7314,-0.2811,0.043,-0.5538,0.418,-0.2823,-0.7733,-0.774,0.2651,-0.7479,-0.0131,0.363,0.0704,0.0812,-0.8844,0.2968,-0.6918,0.7702,-0.1334,-0.5373,0.2147,-0.3746,-0.5312,-0.3089,0.1711,0.8206,-0.9858,0.0305,-0.5099,-0.5318,-0.1699,0.8885,0.0986,0.3812,-0.9693,-0.1887,0.1745,0.5866,-0.8896,-0.905,-0.4886,-0.0151,0.0179,-0.831,0.8957,0.78,-0.0241,0.6085,0.6975,-0.57,0.7452,-0.9828,0.2057,0.6744,-0.6039,0.1114,-0.6613,0.2578,-0.2787,-0.2699,0.2444,-0.1069,0.1946,0.5238,0.363,-0.1228,0.333,-0.4976,0.4723,-0.9627,-0.1217,-0.4211,0.9501,-0.5669,0.3138,0.5362,-0.4975,0.6724,-0.1069,0.8555,-0.2499,-0.4611,0.8126,0.3352,0.2122,-0.204,-0.6864,-0.4243,-0.9337,-0.9069,0.3723,-0.7829,-0.7171,-0.3175,0.3958
4.321969697,7,39.586567,-86.0776305,7,1.39,2,2,2,0,0,2,2,2,0,0,2,2,6,48,125,0,0,0,0,0,0,1.142857143,0,0.571428571,4.295714286,384,791.7142857,58.57142857,490.1428571,14,8.428571429,1.714285714,0.571428571,0,0,21,9.142857143,15.42857143,15.42857143,11.57142857,4.142857143,87.42857143,352862,700,627,189.973578,6805985,2665156,381548,494460,460615,654637,432464,146226,152000,2619020,354500,469972,439335,626433,407376,132766,131844,0,0,0,7,33,465,0,2,3,0,2,3,2,0,1,3,3,0,0,0,0,1,1,1,2,2,3,1,1,3,3,2,3,1,0,1,1,3,0,2,1,0,3,2,2,0,1,1,0,2,2,2,1,2,2,0,3,2,3,1,3,0,1,3,2,2,1,1,1,2,3,2,3,1,0,1,3,1,1,2,1,3,1,1,3,0.3492,-0.0909,-0.2618,0.5245,0.1315,0.9892,-0.7656,-0.4428,-0.4516,0.075,-0.9657,-0.2725,0.5731,0.2444,-0.8647,0.6613,-0.7265,-0.6141,0.6213,0.507,0.8307,0.7804,0.7113,-0.3604,0.6576,0.0761,0.7108,-0.0811,-0.0252,0.6947,0.6286,0.1344,0.2947,0.2106,-0.0311,0.9542,-0.8627,-0.4129,-0.977,-0.9641,-0.3485,0.3058,-0.1869,-0.6708,-0.1084,-0.1076,0.7189,-0.264,-0.3403,0.7812,0.4707,0.0158,0.1689,-0.4627,0.6749,0.9584,-0.8115,0.4222,0.9321,0.3862,0.2796,-0.419,0.877,-0.3744,0.2597,-0.316,-0.1799,-0.5673,0.9194,-0.7045,0.325,-0.0326,0.556,-0.8889,-0.5916,-0.8374,-0.5779,0.209,0.3615,0.7531,0.3908,-0.8954,-0.2109,0.8195,0.4179,0.3729,-0.6106,0.6035,-0.1786,-0.021,-0.7248,-0.7546,-0.2212,-0.3765,0.9144,0.7332,-0.9505,-0.1656,0.9189,0.3865
4.426666667,65,39.486572,-119.795222,61,1,0,1,1,0,1,0,1,1,0,0,1,1,7,69,10,0,0,1,0,0,1,1.815384615,0.461538462,0.984615385,3.988,121.7230769,668.8923077,227.8153846,462.9076923,29.12307692,31.76923077,3.492307692,1.938461538,0.923076923,0.492307692,34.76923077,140.3076923,53.78461538,53.78461538,25.23076923,13,359.4923077,1162375,2482,6884,28.61806209,3143991,1184376,159171,213041,191847,284554,196213,84268,90278,1163372,145267,198057,178883,267290,183525,75880,79474,2,5,11,134,231,267,0,1,0,0,3,3,0,1,0,1,3,3,0,1,3,2,2,0,0,2,3,3,2,3,1,3,2,0,3,0,2,0,3,2,1,3,2,3,0,3,3,1,3,0,2,2,1,3,2,2,1,0,3,0,1,1,3,0,3,1,1,0,0,0,2,0,3,3,1,0,1,0,1,0,2,1,3,2,1,-0.714,-0.4836,0.0101,0.1431,0.657,-0.4453,-0.7036,-0.6674,0.0245,-0.4428,0.0353,-0.5012,-0.7212,-0.236,0.7475,-0.8598,-0.9063,0.1871,0.6356,-0.5445,-0.1058,0.7129,0.4096,-0.852,0.0672,-0.8321,-0.4866,0.5003,-0.1877,-0.3347,0.932,0.0123,0.4336,-0.4363,0.5723,-0.5346,-0.588,0.2934,-0.2907,0.3789,0.4447,0.956,-0.9537,-0.8188,-0.3156,-0.9204,-0.9711,-0.2853,-0.6967,0.4189,0.986,0.2821,0.6681,-0.3495,0.5466,-0.2684,0.5935,0.0669,-0.4559,-0.9821,0.0397,0.6143,0.2375,-0.1606,0.2443,-0.8252,0.0932,-0.028,0.6813,-0.3046,-0.4344,-0.6336,0.8059,0.7111,-0.8079,0.5875,-0.9398,-0.1927,-0.5578,0.1348,-0.7622,-0.0617,0.2989,0.1001,0.492,-0.0482,-0.6233,0.032,0.9493,-0.728,0.513,0.2509,-0.0251,-0.3635,-0.2998,0.9261,-0.3735,-0.1496,-0.5224,-0.7932
4.475,35,29.9377653,-90.0712579,35,2,0,1,1,1,1,0,2,1,0,0,1,1,7,63,45,0,0,0,0,0,0,0.685714286,0.114285714,0.457142857,4.115142857,195.2,658.2857143,247.2571429,381.6285714,22.68571429,16,4.371428571,1.228571429,1.4,1.342857143,24.94285714,30.45714286,34.85714286,34.85714286,17.88571429,11.85714286,179.2,2627081,11173,13470,107.0103595,4624047,1782503,371106,358349,280570,362797,245540,108792,102813,1743235,342506,338513,263074,342361,225728,96312,87277,1,8,36,278,377,471,0,0,0,0,2,1,0,1,2,1,0,1,2,2,0,3,0,0,2,3,0,0,2,2,1,0,3,3,0,3,2,1,1,0,0,0,1,3,2,0,0,0,1,0,2,1,2,2,3,0,2,2,0,3,1,1,1,2,0,1,2,0,0,3,1,0,2,1,3,1,3,0,3,0,1,0,0,0,2,0.2776,0.7932,0.6127,0.6281,0.8496,0.5522,0.8456,0.0919,-0.5649,0.3247,0.1065,0.343,-0.9289,-0.2486,-0.9383,0.1007,0.4545,0.3236,0.1356,-0.1441,-0.0866,0.6395,0.7713,0.0872,-0.5208,0.001,0.6526,-0.571,-0.105,-0.1585,-0.636,-0.4745,0.6728,-0.2582,0.3473,-0.8909,0.5044,0.5916,-0.1011,-0.8494,-0.4337,-0.274,-0.5814,-0.5716,-0.0325,0.1858,0.6983,0.3108,-0.8177,-0.5137,-0.6237,0.6292,-0.9584,-0.7997,-0.236,-0.9029,0.5623,-0.558,-0.136,-0.0637,0.4679,0.2937,0.0484,-0.274,0.6747,0.1438,0.0955,0.4508,0.9437,-0.3849,0.3705,-0.4785,-0.1784,0.7881,0.6823,0.2315,-0.632,-0.5372,0.3798,0.7574,-0.6348,0.7511,0.3701,0.0753,-0.4046,-0.1002,-0.6156,-0.3918,-0.4979,0.806,0.5795,0.7889,-0.1328,-0.0265,-0.9926,0.2511,0.6817,0.995,-0.3628,0.3033
2.655357143,60,36.3217371,-86.8682655,59,1,1,0,0,0,1,1,1,2,0,0,1,1,7,128,1844,0,0,0,0,0,0,2,0.3,0.133333333,3.044166667,42.61666667,85.91666667,26.45,38.75,1.916666667,1.15,0.4,0.266666667,0.05,0.033333333,2.116666667,4.716666667,3.883333333,3.883333333,1.85,0.116666667,18.46666667,169757,385,573,169.1679021,6975218,2725384,446805,523626,472527,642875,380161,151969,164149,2679596,418689,497034,452467,613879,358601,137773,144425,0,0,0,1,2,486,2,1,2,2,1,3,3,3,0,3,2,3,1,3,2,1,0,2,0,2,1,3,1,1,0,3,3,1,2,0,3,1,0,1,1,0,3,3,2,3,0,1,1,3,2,3,0,3,3,1,1,2,2,3,2,2,0,0,0,3,1,1,0,0,2,1,0,0,3,1,1,0,3,3,0,0,0,0,0,0.3987,0.7653,-0.2878,-0.0654,0.081,0.1632,-0.7535,0.1578,0.2405,0.9399,0.8077,0.4677,0.3548,0.4253,0.6765,0.458,0.7093,0.3511,0.3815,0.8398,0.0076,0.1734,-0.3362,-0.3397,-0.2472,0.5176,-0.7502,-0.1649,0.185,-0.3141,0.6074,-0.3873,-0.4513,-0.5795,0.4133,-0.2587,0.2676,0.1284,-0.9493,0.1228,-0.6775,0.3552,-0.6702,-0.2153,0.4774,0.8531,0.3191,0.7249,-0.5639,0.2198,0.0635,0.0315,0.1156,0.9713,0.5438,-0.716,-0.3562,0.7194,-0.1894,0.4467,0.3262,0.5834,-0.7347,0.2814,-0.4033,0.616,0.806,-0.7587,-0.4865,0.0788,-0.0351,0.5988,-0.5554,0.031,-0.6667,0.8249,0.8686,-0.592,0.321,-0.856,-0.6938,0.473,0.1829,-0.8387,-0.9599,0.1425,0.5693,0.2398,-0.6744,-0.9936,-0.694,0.1714,-0.0432,0.5174,-0.0563,0.7592,-0.253,0.5423,0.7198,-0.879
3.835021097,26,39.7942406,-75.4690189,26,1,2,2,2,0,1,1,2,1,0,0,1,1,7,168,211,0,0,0,0,0,0,1.038461538,0.807692308,0.615384615,3.674615385,951.3076923,7538.615385,4239.384615,6212.346154,55.65384615,192.9230769,27.34615385,25.15384615,3.615384615,4.384615385,115.1923077,231.0384615,297.8076923,297.8076923,241.8076923,91.23076923,1528.307692,0,24,5630.84,514.9386203,1003384,395692,48679,71554,63400,94353,74466,33041,35277,379864,38767,62062,52724,82789,64958,26625,26861,0,1,2,11,69,1814,1,3,1,3,3,2,3,1,2,2,3,3,1,3,2,2,3,0,2,2,2,3,3,0,0,2,0,0,2,0,1,2,1,2,0,2,3,2,1,0,3,3,3,3,0,3,3,2,2,2,3,0,3,0,0,3,2,1,2,1,0,0,3,3,2,1,2,2,3,2,0,0,3,2,2,0,0,1,3,0.461,0.1435,-0.2345,-0.4923,-0.1384,-0.1017,0.0013,0.1252,0.9399,0.6619,0.6295,0.4206,-0.1139,0.3902,0.0635,-0.1673,0.0448,0.5237,-0.8919,0.902,0.8208,0.5906,0.2833,0.0057,0.9579,-0.7679,-0.1149,0.6675,-0.1321,0.185,-0.973,-0.1583,-0.1119,0.1895,0.2312,-0.9762,-0.9594,-0.1606,-0.3563,-0.3592,0.143,-0.8146,0.8686,0.9455,-0.0785,0.5578,-0.4329,-0.2763,0.5754,-0.8497,0.6108,0.7806,-0.7763,0.0794,-0.4593,0.7617,0.2597,0.296,0.2136,0.7852,0.9131,0.3756,-0.5045,-0.4153,-0.9434,-0.0143,-0.0949,0.0517,0.2425,-0.1491,-0.4981,0.0867,-0.932,-0.8684,0.8809,-0.9446,-0.4655,-0.6536,0.6499,0.108,0.7278,0.3144,0.1949,0.5634,-0.8923,0.8381,0.3532,-0.7095,-0.3165,0.8843,-0.4535,0.5846,-0.7856,0.278,0.4133,-0.5013,-0.7414,-0.8308,-0.2653,-0.5369
3.37641129,38,27.98101936,-82.38680654,36,1,1,0,1,0,1,1,1,1,0,0,1,1,7,168,2938,0,0,0,0,0,0,0.763157895,0.315789474,0.236842105,3.143157895,46.5,60.57894737,17.76315789,28.39473684,2.105263158,0.526315789,0.157894737,0.052631579,0.078947368,0,1.157894737,2.078947368,2.315789474,2.315789474,1,1.605263158,11.28947368,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,0,0,1,14,204,1090,2,3,3,2,3,2,2,1,2,0,2,3,3,0,1,3,3,0,0,3,2,2,2,0,1,0,1,0,2,0,1,0,0,0,1,0,2,1,3,2,3,1,3,2,3,2,0,3,2,1,2,2,2,1,0,3,1,0,3,1,3,3,2,1,3,3,1,0,0,3,2,1,1,3,3,1,3,0,3,0.2188,-0.6037,0.6141,-0.8242,0.6323,-0.2819,-0.8759,0.7651,-0.2034,-0.7742,-0.4345,-0.4522,0.2807,-0.9892,-0.6779,-0.7975,0.5787,0.0909,-0.7293,-0.4551,-0.898,0.897,-0.4844,0.4972,-0.2837,-0.0736,0.9753,0.1569,0.7704,-0.9277,0.2758,0.352,0.701,-0.2561,0.4777,0.8525,0.632,-0.5118,-0.0862,0.2754,-0.5391,0.3187,0.7981,-0.621,-0.5528,0.5048,0.5933,-0.7665,0.0733,0.3739,-0.7797,0.4035,-0.3786,0.6266,-0.9086,0.2977,0.0894,-0.3449,0.6434,0.7753,-0.8149,0.0409,-0.2701,-0.1105,0.4079,-0.7775,-0.3478,0.3361,-0.9015,0.3686,-0.9407,0.7606,0.2213,-0.7918,-0.5658,0.3486,0.5494,-0.1152,-0.3831,-0.4829,0.8144,-0.1295,-0.3485,0.273,-0.119,0.8746,0.6081,-0.0332,-0.6111,0.3876,0.3139,0.2135,-0.1255,0.5888,0.5821,-0.153,0.3678,0.7388,-0.6164,-0.7629
4,5,39.5071924,-119.8051938,5,1,0,2,0,0,0,0,1,1,0,0,1,1,5,55,5,0,0,0,0,0,0,0.6,0.2,0.8,3.984,601,299.2,56.4,126.4,12,0.4,1,0.4,0,0,3.8,7.4,2.2,2.2,1.8,1.6,20.8,1162375,2482,6884,28.61806209,3143991,1184376,159171,213041,191847,284554,196213,84268,90278,1163372,145267,198057,178883,267290,183525,75880,79474,1,5,14,160,230,267,2,1,3,0,1,0,0,2,2,2,3,0,1,2,2,0,3,2,3,1,2,2,2,2,2,3,0,1,0,1,1,1,0,3,3,1,3,0,1,1,2,2,1,1,2,3,3,0,1,3,2,1,1,2,0,0,3,3,0,3,0,2,2,1,3,1,0,1,2,2,2,3,1,2,0,2,0,3,3,-0.0927,-0.7723,0.8486,0.6747,-0.423,0.1124,0.4115,0.5356,-0.5169,-0.8917,0.9336,-0.8718,-0.8048,-0.7161,0.5532,0.4297,0.9033,0.4752,0.6809,0.4684,-0.8168,-0.6191,-0.9011,-0.7064,0.4289,0.4528,-0.6068,-0.7759,0.2827,-0.5883,0.2367,-0.5416,-0.1835,-0.3767,0.6975,0.1153,0.7247,-0.2935,0.0354,-0.488,-0.2654,0.4206,-0.0268,-0.6591,0.3659,0.8688,-0.4108,-0.5844,-0.4789,-0.4716,-0.7837,0.2983,0.1113,0.1635,0.2197,0.4065,-0.0017,-0.7765,-0.6546,0.9006,0.4837,0.5736,0.2119,-0.6006,0.8508,-0.5964,0.4532,0.5651,0.6976,0.2652,0.6407,0.2869,0.4599,0.4032,-0.9929,-0.9669,-0.3406,-0.5562,-0.3202,-0.3932,-0.4925,0.7249,0.825,-0.676,0.3664,-0.2176,-0.5853,0.0024,-0.4311,-0.5248,0.5947,0.4003,0.4571,-0.0376,-0.1342,0.9392,0.5758,-0.7981,-0.9723,-0.7738
3.02431694,44,40.063816,-75.238823,41,1,2,2,0,0,1,1,1,2,0,0,1,1,7,133,688,0,0,0,0,0,0,0.5,0.477272727,0.045454545,2.849545455,62.59090909,78.97727273,18.54545455,27.31818182,2.636363636,0.681818182,0.363636364,0.181818182,0,0,2.136363636,1.909090909,1.613636364,1.613636364,0.863636364,0.795454545,10.15909091,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,0,0,42,196,2198,0,3,0,3,0,2,2,1,0,0,0,1,2,1,1,2,0,1,0,3,1,1,2,1,2,1,3,0,1,3,2,0,1,0,0,3,2,3,2,2,3,3,0,0,3,1,2,3,3,3,2,3,2,0,2,0,2,0,0,3,0,2,3,1,0,3,1,0,3,2,2,2,3,2,0,0,3,1,0,0.3642,0.1854,0.7214,0.9809,-0.5044,0.6328,-0.106,0.2268,-0.1082,-0.9849,0.8625,-0.1747,0.1388,0.4068,0.4695,-0.4011,0.638,0.9736,0.0119,-0.4534,-0.5665,0.3839,-0.9181,0.5094,0.8522,-0.6441,0.0917,0.1032,0.7106,0.1454,-0.3231,0.0465,0.2753,-0.2914,0.7004,0.1366,-0.4947,-0.9267,0.2677,-0.242,0.7859,-0.6012,0.0332,-0.3155,-0.0906,0.2373,-0.3032,0.1066,-0.8174,-0.9909,0.2812,0.8859,-0.9191,0.1334,0.1954,-0.5214,0.4504,-0.6677,-0.042,-0.3218,-0.8973,0.9842,0.6095,0.636,0.4258,-0.395,0.6522,0.3099,0.2167,0.0219,-0.7441,-0.2529,0.1018,0.5635,0.3882,0.0004,-0.1711,0.4173,-0.4873,-0.2151,-0.2719,-0.243,-0.9335,0.1094,-0.066,-0.2588,-0.1831,0.4539,-0.2234,0.3517,0.7958,-0.0045,-0.2018,0.5471,0.3355,-0.3792,0.5715,-0.5022,0.9829,-0.7913
