weight,rate_user_num,latitude,longitude,review_count,price_level,HasTV,Caters,OutdoorSeating,WheelchairAccessible,BusinessParking,RestaurantsDelivery,GoodForKids,BikeParking,WiFi,Alcohol,RestaurantsTakeOut,BusinessAcceptsCreditCards,open_days,open_hours,num_rating,drink,food,inside,menu,outside,total,avg_review_useful,avg_review_funny,avg_review_cool,avg_stars,avg_review_count,avg_useful,avg_funny,avg_cool,avg_fans,avg_compliment_hot,avg_compliment_more,avg_compliment_profile,avg_compliment_cute,avg_compliment_list,avg_compliment_note,avg_compliment_plain,avg_compliment_cool,avg_compliment_funny,avg_compliment_writer,avg_compliment_photos,avg_total_compliment,PAYANN,PCHDAPR,PCHADVT,DENSITY_2021,POP_2021,Total:_Estimate_max,"    Less than $20,000_Estimate_max","    $20,000 to $39,999_Estimate_max","    $40,000 to $59,999_Estimate_max","    $60,000 to $99,999_Estimate_max","    $100,000 to $149,999_Estimate_max","    $150,000 to $199,999_Estimate_max","    $200,000 or more_Estimate_max",Total:_Estimate_min,"    Less than $20,000_Estimate_min","    $20,000 to $39,999_Estimate_min","    $40,000 to $59,999_Estimate_min","    $60,000 to $99,999_Estimate_min","    $100,000 to $149,999_Estimate_min","    $150,000 to $199,999_Estimate_min","    $200,000 or more_Estimate_min",less_100m,less_500m,less_1km,less_5km,less_10km,less_50km,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17,class_18,class_19,class_20,class_21,class_22,class_23,class_24,class_25,class_26,class_27,class_28,class_29,class_30,class_31,class_32,class_33,class_34,class_35,class_36,class_37,class_38,class_39,class_40,class_41,class_42,class_43,class_44,class_45,class_46,class_47,class_48,class_49,class_50,class_51,class_52,class_53,class_54,class_55,class_56,class_57,class_58,class_59,class_60,class_61,class_62,class_63,class_64,class_65,class_66,class_67,class_68,class_69,class_70,class_71,class_72,class_73,class_74,class_75,class_76,class_77,class_78,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99,year,month,previous_rating,yelp_year
4.142857143,14,40.027066,-75.2267952,14,1.39,-1,-1,1,1,1,-1,0,1,0,0,-1,1,6,72,129,1,0,0,0,0,1,0.785714286,0.071428571,0.071428571,4.192857143,63.64285714,103.1428571,15.57142857,49.14285714,4.428571429,1.071428571,0.214285714,0.071428571,0,0,3.785714286,4.142857143,2.714285714,2.714285714,1.571428571,0.928571429,17.21428571,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,6,8,83,556,2206,1,0,1,3,3,0,0,3,2,2,0,2,3,0,0,1,3,0,0,0,2,2,1,3,1,0,3,0,1,0,0,2,2,1,1,1,2,1,2,3,3,3,0,2,2,3,0,2,3,0,0,0,3,2,1,2,3,1,3,2,2,1,0,2,1,3,1,0,1,2,0,3,1,3,2,3,1,2,2,-0.9597,0.6208,-0.291,-0.9682,-0.2687,-0.0281,0.2396,0.248,0.9886,0.1196,0.7764,-0.6668,0.4916,-0.2939,-0.3715,-0.9697,-0.1794,-0.2354,0.6887,-0.9707,0.7927,0.275,-0.8194,0.7167,-0.2616,0.7801,0.3492,-0.1591,-0.6008,0.1502,-0.4556,0.7211,-0.4993,-0.4162,-0.4346,0.535,-0.4875,0.0003,0.6182,-0.3187,0.6836,-0.5321,0.9281,-0.3073,-0.4206,-0.3377,0.4252,0.4126,0.7505,-0.5399,-0.4869,0.3983,0.0092,-0.933,0.6865,0.5884,-0.9306,-0.1989,0.1054,0.3978,0.794,-0.3008,-0.313,0.9464,0.352,-0.6705,0.7157,-0.1107,-0.1233,0.1632,0.8395,-0.6851,0.8265,-0.3506,0.6337,0.4166,0.2753,0.1728,-0.5106,0.7114,0.7965,0.2466,-0.8812,0.7379,0.3607,0.5689,0.6232,-0.4486,0.4354,0.4248,0.9416,0.338,-0.5573,-0.2629,-0.7444,0.8508,-0.5943,0.7462,0.6576,-0.0064,2012,11,0,1959
4.583458223,14,40.027066,-75.2267952,14,1.39,-1,-1,1,1,1,-1,0,1,0,0,-1,1,6,72,129,1,0,0,0,0,1,0.785714286,0.071428571,0.071428571,4.192857143,63.64285714,103.1428571,15.57142857,49.14285714,4.428571429,1.071428571,0.214285714,0.071428571,0,0,3.785714286,4.142857143,2.714285714,2.714285714,1.571428571,0.928571429,17.21428571,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,6,8,83,556,2206,1,0,1,3,3,0,0,3,2,2,0,2,3,0,0,1,3,0,0,0,2,2,1,3,1,0,3,0,1,0,0,2,2,1,1,1,2,1,2,3,3,3,0,2,2,3,0,2,3,0,0,0,3,2,1,2,3,1,3,2,2,1,0,2,1,3,1,0,1,2,0,3,1,3,2,3,1,2,2,-0.9597,0.6208,-0.291,-0.9682,-0.2687,-0.0281,0.2396,0.248,0.9886,0.1196,0.7764,-0.6668,0.4916,-0.2939,-0.3715,-0.9697,-0.1794,-0.2354,0.6887,-0.9707,0.7927,0.275,-0.8194,0.7167,-0.2616,0.7801,0.3492,-0.1591,-0.6008,0.1502,-0.4556,0.7211,-0.4993,-0.4162,-0.4346,0.535,-0.4875,0.0003,0.6182,-0.3187,0.6836,-0.5321,0.9281,-0.3073,-0.4206,-0.3377,0.4252,0.4126,0.7505,-0.5399,-0.4869,0.3983,0.0092,-0.933,0.6865,0.5884,-0.9306,-0.1989,0.1054,0.3978,0.794,-0.3008,-0.313,0.9464,0.352,-0.6705,0.7157,-0.1107,-0.1233,0.1632,0.8395,-0.6851,0.8265,-0.3506,0.6337,0.4166,0.2753,0.1728,-0.5106,0.7114,0.7965,0.2466,-0.8812,0.7379,0.3607,0.5689,0.6232,-0.4486,0.4354,0.4248,0.9416,0.338,-0.5573,-0.2629,-0.7444,0.8508,-0.5943,0.7462,0.6576,-0.0064,2011,12,4.142857143,1959
4.671534827,14,40.027066,-75.2267952,14,1.39,-1,-1,1,1,1,-1,0,1,0,0,-1,1,6,72,129,1,0,0,0,0,1,0.785714286,0.071428571,0.071428571,4.192857143,63.64285714,103.1428571,15.57142857,49.14285714,4.428571429,1.071428571,0.214285714,0.071428571,0,0,3.785714286,4.142857143,2.714285714,2.714285714,1.571428571,0.928571429,17.21428571,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,6,8,83,556,2206,1,0,1,3,3,0,0,3,2,2,0,2,3,0,0,1,3,0,0,0,2,2,1,3,1,0,3,0,1,0,0,2,2,1,1,1,2,1,2,3,3,3,0,2,2,3,0,2,3,0,0,0,3,2,1,2,3,1,3,2,2,1,0,2,1,3,1,0,1,2,0,3,1,3,2,3,1,2,2,-0.9597,0.6208,-0.291,-0.9682,-0.2687,-0.0281,0.2396,0.248,0.9886,0.1196,0.7764,-0.6668,0.4916,-0.2939,-0.3715,-0.9697,-0.1794,-0.2354,0.6887,-0.9707,0.7927,0.275,-0.8194,0.7167,-0.2616,0.7801,0.3492,-0.1591,-0.6008,0.1502,-0.4556,0.7211,-0.4993,-0.4162,-0.4346,0.535,-0.4875,0.0003,0.6182,-0.3187,0.6836,-0.5321,0.9281,-0.3073,-0.4206,-0.3377,0.4252,0.4126,0.7505,-0.5399,-0.4869,0.3983,0.0092,-0.933,0.6865,0.5884,-0.9306,-0.1989,0.1054,0.3978,0.794,-0.3008,-0.313,0.9464,0.352,-0.6705,0.7157,-0.1107,-0.1233,0.1632,0.8395,-0.6851,0.8265,-0.3506,0.6337,0.4166,0.2753,0.1728,-0.5106,0.7114,0.7965,0.2466,-0.8812,0.7379,0.3607,0.5689,0.6232,-0.4486,0.4354,0.4248,0.9416,0.338,-0.5573,-0.2629,-0.7444,0.8508,-0.5943,0.7462,0.6576,-0.0064,2006,11,4.583458223,1959
4.149253731,67,27.893179,-82.7303941,65,1.39,0,1,1,1,1,-1,0,1,0,0,1,1,7,88,572,0,0,0,0,0,0,5.343283582,3.014925373,1.507462687,3.682089552,43.97014925,49.7761194,12.6119403,20.80597015,1.164179104,0.28358209,0.089552239,0.179104478,0,0,0.805970149,0.746268657,0.805970149,0.805970149,0.731343284,0.223880597,4.671641791,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,1,4,5,29,134,1055,0,2,0,1,3,0,2,2,0,3,2,2,0,2,1,3,2,2,1,1,3,0,0,3,2,1,1,3,0,1,1,2,3,1,3,1,3,1,2,1,2,3,1,1,2,3,0,1,1,3,1,3,0,0,3,1,0,3,0,0,3,0,3,0,3,0,1,0,0,2,2,1,1,1,2,2,2,3,1,-0.6501,0.5151,-0.2647,-0.2532,0.7992,-0.3125,-0.8306,0.8899,-0.8173,0.2207,0.7886,-0.2827,0.817,-0.8257,-0.9337,-0.6705,-0.3989,0.1014,-0.8641,0.986,-0.0689,-0.0803,-0.749,-0.9135,-0.699,0.3456,0.1963,0.7851,-0.1497,0.2033,0.8465,-0.1853,0.8379,0.3338,-0.8843,0.3956,-0.7471,0.3031,0.2172,0.5185,0.8875,0.6995,0.8427,0.0401,-0.8504,-0.1722,-0.7404,-0.5555,0.3601,-0.9877,0.2609,-0.1731,0.2974,0.3708,0.1923,0.1742,0.9737,0.5739,-0.1898,0.6683,0.2352,0.6659,-0.6253,-0.5592,-0.8716,0.665,-0.5888,-0.5763,0.5356,0.4909,0.6234,-0.5308,-0.8444,0.2343,-0.6189,-0.0007,0.262,0.7238,0.3753,-0.2793,0.5847,0.1832,0.3714,-0.1864,-0.2494,-0.2517,0.4535,0.4827,0.0237,0.6638,0.1637,0.8076,0.2543,-0.8185,0.6009,-0.9837,0.7081,-0.7429,0.4894,0.828,2020,5,0,2461
4.680265982,67,27.893179,-82.7303941,65,1.39,0,1,1,1,1,-1,0,1,0,0,1,1,7,88,572,0,0,0,0,0,0,5.343283582,3.014925373,1.507462687,3.682089552,43.97014925,49.7761194,12.6119403,20.80597015,1.164179104,0.28358209,0.089552239,0.179104478,0,0,0.805970149,0.746268657,0.805970149,0.805970149,0.731343284,0.223880597,4.671641791,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,1,4,5,29,134,1055,0,2,0,1,3,0,2,2,0,3,2,2,0,2,1,3,2,2,1,1,3,0,0,3,2,1,1,3,0,1,1,2,3,1,3,1,3,1,2,1,2,3,1,1,2,3,0,1,1,3,1,3,0,0,3,1,0,3,0,0,3,0,3,0,3,0,1,0,0,2,2,1,1,1,2,2,2,3,1,-0.6501,0.5151,-0.2647,-0.2532,0.7992,-0.3125,-0.8306,0.8899,-0.8173,0.2207,0.7886,-0.2827,0.817,-0.8257,-0.9337,-0.6705,-0.3989,0.1014,-0.8641,0.986,-0.0689,-0.0803,-0.749,-0.9135,-0.699,0.3456,0.1963,0.7851,-0.1497,0.2033,0.8465,-0.1853,0.8379,0.3338,-0.8843,0.3956,-0.7471,0.3031,0.2172,0.5185,0.8875,0.6995,0.8427,0.0401,-0.8504,-0.1722,-0.7404,-0.5555,0.3601,-0.9877,0.2609,-0.1731,0.2974,0.3708,0.1923,0.1742,0.9737,0.5739,-0.1898,0.6683,0.2352,0.6659,-0.6253,-0.5592,-0.8716,0.665,-0.5888,-0.5763,0.5356,0.4909,0.6234,-0.5308,-0.8444,0.2343,-0.6189,-0.0007,0.262,0.7238,0.3753,-0.2793,0.5847,0.1832,0.3714,-0.1864,-0.2494,-0.2517,0.4535,0.4827,0.0237,0.6638,0.1637,0.8076,0.2543,-0.8185,0.6009,-0.9837,0.7081,-0.7429,0.4894,0.828,2008,11,4.149253731,2461
4.574236988,67,27.893179,-82.7303941,65,1.39,0,1,1,1,1,-1,0,1,0,0,1,1,7,88,572,0,0,0,0,0,0,5.343283582,3.014925373,1.507462687,3.682089552,43.97014925,49.7761194,12.6119403,20.80597015,1.164179104,0.28358209,0.089552239,0.179104478,0,0,0.805970149,0.746268657,0.805970149,0.805970149,0.731343284,0.223880597,4.671641791,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,1,4,5,29,134,1055,0,2,0,1,3,0,2,2,0,3,2,2,0,2,1,3,2,2,1,1,3,0,0,3,2,1,1,3,0,1,1,2,3,1,3,1,3,1,2,1,2,3,1,1,2,3,0,1,1,3,1,3,0,0,3,1,0,3,0,0,3,0,3,0,3,0,1,0,0,2,2,1,1,1,2,2,2,3,1,-0.6501,0.5151,-0.2647,-0.2532,0.7992,-0.3125,-0.8306,0.8899,-0.8173,0.2207,0.7886,-0.2827,0.817,-0.8257,-0.9337,-0.6705,-0.3989,0.1014,-0.8641,0.986,-0.0689,-0.0803,-0.749,-0.9135,-0.699,0.3456,0.1963,0.7851,-0.1497,0.2033,0.8465,-0.1853,0.8379,0.3338,-0.8843,0.3956,-0.7471,0.3031,0.2172,0.5185,0.8875,0.6995,0.8427,0.0401,-0.8504,-0.1722,-0.7404,-0.5555,0.3601,-0.9877,0.2609,-0.1731,0.2974,0.3708,0.1923,0.1742,0.9737,0.5739,-0.1898,0.6683,0.2352,0.6659,-0.6253,-0.5592,-0.8716,0.665,-0.5888,-0.5763,0.5356,0.4909,0.6234,-0.5308,-0.8444,0.2343,-0.6189,-0.0007,0.262,0.7238,0.3753,-0.2793,0.5847,0.1832,0.3714,-0.1864,-0.2494,-0.2517,0.4535,0.4827,0.0237,0.6638,0.1637,0.8076,0.2543,-0.8185,0.6009,-0.9837,0.7081,-0.7429,0.4894,0.828,2006,5,4.680265982,2461
4.161904762,105,39.93617041,-75.14694222,101,1,0,-1,1,-1,1,0,0,1,0,0,1,1,7,89,164,0,0,1,0,0,1,0.685714286,0.276190476,0.39047619,3.900285714,151.7714286,927.4952381,370.1142857,622.952381,38.96190476,60.91428571,6.419047619,7.057142857,6.876190476,3.428571429,47.06666667,162.1714286,80.97142857,80.97142857,24.65714286,20.32380952,500.8571429,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,10,70,621,809,2152,1,0,0,3,0,1,3,0,3,2,0,1,2,0,3,1,0,0,2,2,0,1,3,1,3,3,2,2,0,3,2,3,2,0,2,2,0,2,3,3,0,0,1,0,3,2,2,1,3,2,2,0,0,2,3,3,3,0,1,1,1,0,1,1,1,3,3,3,3,1,1,3,0,0,1,2,2,2,1,-0.7587,-0.549,-0.4247,0.7303,-0.44,-0.2873,-0.6095,-0.0356,-0.4162,-0.8142,0.8237,-0.6085,-0.695,-0.9659,0.6835,-0.2984,0.1974,-0.5009,0.5628,0.5714,0.6129,-0.5267,-0.0746,0.3539,-0.8966,0.8642,-0.0335,-0.3439,0.1538,-0.7778,-0.5375,0.6498,0.7553,-0.4517,0.3541,0.3442,0.677,0.6152,-0.5432,0.8062,-0.5836,-0.9756,0.502,0.8826,0.0084,0.3809,-0.4466,-0.2481,0.7164,-0.0624,0.5315,0.8534,0.09,-0.2616,-0.3809,-0.5089,0.2693,0.8021,0.6928,-0.8882,-0.8262,0.0158,0.3816,0.8646,0.435,0.3846,-0.236,0.6044,0.3029,0.9366,-0.7329,0.171,0.2805,0.654,-0.5415,0.7934,0.251,-0.4074,0.1282,-0.3282,0.8338,-0.8497,0.2135,-0.1929,-0.2476,0.0819,-0.0176,0.916,0.9714,0.6183,-0.6381,-0.6551,0.5394,-0.748,-0.7597,-0.6793,0.018,-0.3643,-0.2195,0.3546,2006,6,0,3551
4.30134861,105,39.93617041,-75.14694222,101,1,0,-1,1,-1,1,0,0,1,0,0,1,1,7,89,164,0,0,1,0,0,1,0.685714286,0.276190476,0.39047619,3.900285714,151.7714286,927.4952381,370.1142857,622.952381,38.96190476,60.91428571,6.419047619,7.057142857,6.876190476,3.428571429,47.06666667,162.1714286,80.97142857,80.97142857,24.65714286,20.32380952,500.8571429,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,10,70,621,809,2152,1,0,0,3,0,1,3,0,3,2,0,1,2,0,3,1,0,0,2,2,0,1,3,1,3,3,2,2,0,3,2,3,2,0,2,2,0,2,3,3,0,0,1,0,3,2,2,1,3,2,2,0,0,2,3,3,3,0,1,1,1,0,1,1,1,3,3,3,3,1,1,3,0,0,1,2,2,2,1,-0.7587,-0.549,-0.4247,0.7303,-0.44,-0.2873,-0.6095,-0.0356,-0.4162,-0.8142,0.8237,-0.6085,-0.695,-0.9659,0.6835,-0.2984,0.1974,-0.5009,0.5628,0.5714,0.6129,-0.5267,-0.0746,0.3539,-0.8966,0.8642,-0.0335,-0.3439,0.1538,-0.7778,-0.5375,0.6498,0.7553,-0.4517,0.3541,0.3442,0.677,0.6152,-0.5432,0.8062,-0.5836,-0.9756,0.502,0.8826,0.0084,0.3809,-0.4466,-0.2481,0.7164,-0.0624,0.5315,0.8534,0.09,-0.2616,-0.3809,-0.5089,0.2693,0.8021,0.6928,-0.8882,-0.8262,0.0158,0.3816,0.8646,0.435,0.3846,-0.236,0.6044,0.3029,0.9366,-0.7329,0.171,0.2805,0.654,-0.5415,0.7934,0.251,-0.4074,0.1282,-0.3282,0.8338,-0.8497,0.2135,-0.1929,-0.2476,0.0819,-0.0176,0.916,0.9714,0.6183,-0.6381,-0.6551,0.5394,-0.748,-0.7597,-0.6793,0.018,-0.3643,-0.2195,0.3546,2012,10,4.161904762,3551
5,105,39.93617041,-75.14694222,101,1,0,-1,1,-1,1,0,0,1,0,0,1,1,7,89,164,0,0,1,0,0,1,0.685714286,0.276190476,0.39047619,3.900285714,151.7714286,927.4952381,370.1142857,622.952381,38.96190476,60.91428571,6.419047619,7.057142857,6.876190476,3.428571429,47.06666667,162.1714286,80.97142857,80.97142857,24.65714286,20.32380952,500.8571429,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,10,70,621,809,2152,1,0,0,3,0,1,3,0,3,2,0,1,2,0,3,1,0,0,2,2,0,1,3,1,3,3,2,2,0,3,2,3,2,0,2,2,0,2,3,3,0,0,1,0,3,2,2,1,3,2,2,0,0,2,3,3,3,0,1,1,1,0,1,1,1,3,3,3,3,1,1,3,0,0,1,2,2,2,1,-0.7587,-0.549,-0.4247,0.7303,-0.44,-0.2873,-0.6095,-0.0356,-0.4162,-0.8142,0.8237,-0.6085,-0.695,-0.9659,0.6835,-0.2984,0.1974,-0.5009,0.5628,0.5714,0.6129,-0.5267,-0.0746,0.3539,-0.8966,0.8642,-0.0335,-0.3439,0.1538,-0.7778,-0.5375,0.6498,0.7553,-0.4517,0.3541,0.3442,0.677,0.6152,-0.5432,0.8062,-0.5836,-0.9756,0.502,0.8826,0.0084,0.3809,-0.4466,-0.2481,0.7164,-0.0624,0.5315,0.8534,0.09,-0.2616,-0.3809,-0.5089,0.2693,0.8021,0.6928,-0.8882,-0.8262,0.0158,0.3816,0.8646,0.435,0.3846,-0.236,0.6044,0.3029,0.9366,-0.7329,0.171,0.2805,0.654,-0.5415,0.7934,0.251,-0.4074,0.1282,-0.3282,0.8338,-0.8497,0.2135,-0.1929,-0.2476,0.0819,-0.0176,0.916,0.9714,0.6183,-0.6381,-0.6551,0.5394,-0.748,-0.7597,-0.6793,0.018,-0.3643,-0.2195,0.3546,2005,1,4.30134861,3551
4.165957447,235,39.9404771,-75.1493607,224,3,-1,1,1,-1,1,-1,-1,1,1,1,1,1,5,34,190,1,1,1,0,0,3,1.268085106,0.417021277,0.804255319,3.743148936,133.8382979,430,241.012766,285.3234043,18.81702128,25.72765957,2.987234043,1.914893617,2.693617021,1.561702128,18.73617021,43.13617021,33.16595745,33.16595745,12.09787234,3.8,178.987234,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,1,46,101,649,810,2157,3,1,3,1,3,3,3,3,1,3,3,0,3,2,2,0,0,3,0,0,3,3,3,3,2,3,3,1,2,1,1,1,0,2,0,2,2,2,2,1,1,1,0,3,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,3,3,3,2,1,0,2,1,0,1,2,0,3,3,1,0,3,1,0,3,0.3583,0.0099,-0.1331,-0.102,0.2,-0.3,0.1183,-0.6529,-0.8474,0.784,-0.2927,0.4149,-0.4154,-0.3149,-0.8806,0.0903,-0.4931,-0.8574,0.0782,0.5756,-0.1382,-0.0687,-0.3683,-0.0427,0.6242,0.1755,0.6622,0.7139,0.1072,0.3187,0.6906,0.8967,0.6646,0.7226,-0.0321,0.7804,0.5643,-0.5149,0.1373,0.6615,-0.1236,0.867,0.1403,0.5208,0.3385,-0.8635,0.6476,-0.6364,-0.99,-0.9586,0.544,-0.3633,-0.4785,-0.9107,0.9178,0.5906,0.8433,-0.6952,-0.3259,-0.7807,-0.2665,0.3393,0.6875,0.6861,0.0558,-0.8321,0.5996,0.8358,-0.514,0.5087,-0.7732,-0.7169,-0.6871,0.277,-0.3916,0.7218,-0.4317,-0.2785,-0.7514,-0.2502,0.9177,0.7703,-0.8887,-0.3126,-0.3843,0.3002,-0.7511,-0.3637,-0.8746,0.4077,0.743,0.8451,0.1583,-0.693,-0.1844,-0.077,0.0876,-0.8489,0.6316,-0.2589,2018,11,0,4090
5.066233413,235,39.9404771,-75.1493607,224,3,-1,1,1,-1,1,-1,-1,1,1,1,1,1,5,34,190,1,1,1,0,0,3,1.268085106,0.417021277,0.804255319,3.743148936,133.8382979,430,241.012766,285.3234043,18.81702128,25.72765957,2.987234043,1.914893617,2.693617021,1.561702128,18.73617021,43.13617021,33.16595745,33.16595745,12.09787234,3.8,178.987234,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,1,46,101,649,810,2157,3,1,3,1,3,3,3,3,1,3,3,0,3,2,2,0,0,3,0,0,3,3,3,3,2,3,3,1,2,1,1,1,0,2,0,2,2,2,2,1,1,1,0,3,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,3,3,3,2,1,0,2,1,0,1,2,0,3,3,1,0,3,1,0,3,0.3583,0.0099,-0.1331,-0.102,0.2,-0.3,0.1183,-0.6529,-0.8474,0.784,-0.2927,0.4149,-0.4154,-0.3149,-0.8806,0.0903,-0.4931,-0.8574,0.0782,0.5756,-0.1382,-0.0687,-0.3683,-0.0427,0.6242,0.1755,0.6622,0.7139,0.1072,0.3187,0.6906,0.8967,0.6646,0.7226,-0.0321,0.7804,0.5643,-0.5149,0.1373,0.6615,-0.1236,0.867,0.1403,0.5208,0.3385,-0.8635,0.6476,-0.6364,-0.99,-0.9586,0.544,-0.3633,-0.4785,-0.9107,0.9178,0.5906,0.8433,-0.6952,-0.3259,-0.7807,-0.2665,0.3393,0.6875,0.6861,0.0558,-0.8321,0.5996,0.8358,-0.514,0.5087,-0.7732,-0.7169,-0.6871,0.277,-0.3916,0.7218,-0.4317,-0.2785,-0.7514,-0.2502,0.9177,0.7703,-0.8887,-0.3126,-0.3843,0.3002,-0.7511,-0.3637,-0.8746,0.4077,0.743,0.8451,0.1583,-0.693,-0.1844,-0.077,0.0876,-0.8489,0.6316,-0.2589,2006,3,4.165957447,4090
4.251347943,235,39.9404771,-75.1493607,224,3,-1,1,1,-1,1,-1,-1,1,1,1,1,1,5,34,190,1,1,1,0,0,3,1.268085106,0.417021277,0.804255319,3.743148936,133.8382979,430,241.012766,285.3234043,18.81702128,25.72765957,2.987234043,1.914893617,2.693617021,1.561702128,18.73617021,43.13617021,33.16595745,33.16595745,12.09787234,3.8,178.987234,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,1,46,101,649,810,2157,3,1,3,1,3,3,3,3,1,3,3,0,3,2,2,0,0,3,0,0,3,3,3,3,2,3,3,1,2,1,1,1,0,2,0,2,2,2,2,1,1,1,0,3,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,3,3,3,2,1,0,2,1,0,1,2,0,3,3,1,0,3,1,0,3,0.3583,0.0099,-0.1331,-0.102,0.2,-0.3,0.1183,-0.6529,-0.8474,0.784,-0.2927,0.4149,-0.4154,-0.3149,-0.8806,0.0903,-0.4931,-0.8574,0.0782,0.5756,-0.1382,-0.0687,-0.3683,-0.0427,0.6242,0.1755,0.6622,0.7139,0.1072,0.3187,0.6906,0.8967,0.6646,0.7226,-0.0321,0.7804,0.5643,-0.5149,0.1373,0.6615,-0.1236,0.867,0.1403,0.5208,0.3385,-0.8635,0.6476,-0.6364,-0.99,-0.9586,0.544,-0.3633,-0.4785,-0.9107,0.9178,0.5906,0.8433,-0.6952,-0.3259,-0.7807,-0.2665,0.3393,0.6875,0.6861,0.0558,-0.8321,0.5996,0.8358,-0.514,0.5087,-0.7732,-0.7169,-0.6871,0.277,-0.3916,0.7218,-0.4317,-0.2785,-0.7514,-0.2502,0.9177,0.7703,-0.8887,-0.3126,-0.3843,0.3002,-0.7511,-0.3637,-0.8746,0.4077,0.743,0.8451,0.1583,-0.693,-0.1844,-0.077,0.0876,-0.8489,0.6316,-0.2589,2006,9,5.066233413,4090
